Servicio Meteorológico Nacional,,,,,,,,,,
Red: SMN,,,,,,,,,,
Estación: ENCBII,,,,,,,,,,
Estado: Ciudad de México,,,,,,,,,,
Municipio: Gustavo A. Madero,,,,,,,,,,
Latitud (N): 19.49866944,,,,,,,,,,
Longitud (O): -99.14545278,,,,,,,,,,
Altitud: 2240,,,,,,,,,,
,,,,,,,,,,
Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
2022-01-28 15:30:00,2022-01-28 21:30:00,1.0,324.0,4.7,9.7,26.6,42,782,0,419
2022-01-27 15:40:00,2022-01-27 21:40:00,303.0,289.0,7.2,17.4,27.5,40,780.4,0,589
2022-01-27 15:30:00,2022-01-27 21:30:00,133.0,229.0,3.2,7.6,28.1,40,780.6,0,320
2022-01-27 14:30:00,2022-01-27 20:30:00,224.0,283.0,3.5,8.8,26.8,43,781.2,0,311
2022-01-25 16:20:00,2022-01-25 22:20:00,204.0,287.0,3.3,10,25.3,42,778.4,0,462
2022-01-25 16:10:00,2022-01-25 22:10:00,218.0,278.0,4.4,15.5,25.3,42,778.4,0,553
2022-01-25 16:00:00,2022-01-25 22:00:00,251.0,298.0,5.8,15.1,24.8,43,778.4,0,355
2022-01-25 15:50:00,2022-01-25 21:50:00,254.0,287.0,8,22.9,25.6,40,778.4,0,543
2022-01-25 15:40:00,2022-01-25 21:40:00,242.0,310.0,6.4,17.3,25.9,41,778.4,0,564
2022-01-25 15:30:00,2022-01-25 21:30:00,249.0,289.0,7.7,19.2,25.8,40,778.4,0,457
2022-01-23 16:00:00,2022-01-23 22:00:00,203.0,256.0,3.2,7.8,26.2,44,779.2,0,475
2022-01-23 15:50:00,2022-01-23 21:50:00,56.0,72.0,5.8,12.7,25.3,45,779.3,0,544
2022-01-23 15:40:00,2022-01-23 21:40:00,61.0,93.0,4.8,12.4,25.6,45,779.3,0,497
2022-01-23 15:30:00,2022-01-23 21:30:00,111.0,231.0,3.6,10.9,25.8,45,779.5,0,248
2022-01-23 15:10:00,2022-01-23 21:10:00,149.0,222.0,2.3,6.2,25.5,46,779.6,0,177
2022-01-23 15:00:00,2022-01-23 21:00:00,118.0,70.0,3.7,11,24.3,48,779.8,0,133
2022-01-23 14:50:00,2022-01-23 20:50:00,62.0,329.0,4.7,9.7,24,48,779.9,0,113
2022-01-23 14:40:00,2022-01-23 20:40:00,80.0,97.0,4.7,13.4,23.9,48,780.1,0,160
2022-01-23 14:30:00,2022-01-23 20:30:00,72.0,278.0,3.9,13.2,23.9,49,780.3,0,240
2022-01-20 14:40:00,2022-01-20 20:40:00,273.0,316.0,4.5,8.5,24.2,40,780.1,0,241
2022-01-20 14:30:00,2022-01-20 20:30:00,42.0,72.0,6.2,12,23.3,40,780.3,0,306
2022-01-19 13:30:00,2022-01-19 19:30:00,158.0,225.0,3.9,11.3,22.2,46,781.6,0,125
2022-01-18 15:20:00,2022-01-18 21:20:00,308.0,290.0,6.4,12.7,23.8,41,780.5,0,156
2022-01-18 15:10:00,2022-01-18 21:10:00,326.0,343.0,5.8,13.3,23.7,45,780.5,0,243
2022-01-18 15:00:00,2022-01-18 21:00:00,292.0,339.0,5.1,11.3,22.5,47,780.6,0,220
2022-01-18 14:50:00,2022-01-18 20:50:00,303.0,323.0,7.3,13.9,22.3,48,780.7,0,196
2022-01-18 14:40:00,2022-01-18 20:40:00,259.0,256.0,7.2,18,23.3,47,780.9,0,232
2022-01-18 14:30:00,2022-01-18 20:30:00,282.0,318.0,10.7,23,23.5,46,781,0,280
2022-01-18 14:10:00,2022-01-18 20:10:00,270.0,316.0,6.7,15.6,23.3,45,781.2,0,221
2022-01-18 14:00:00,2022-01-18 20:00:00,137.0,354.0,2.2,4.2,23.5,46,781.2,0,255
2022-01-18 13:50:00,2022-01-18 19:50:00,29.0,278.0,4,9.2,22.6,47,781.5,0,301
2022-01-18 13:40:00,2022-01-18 19:40:00,119.0,44.0,4.8,9.6,21.9,48,781.5,0,223
2022-01-18 13:30:00,2022-01-18 19:30:00,351.0,320.0,4.4,10.2,22,48,781.7,0,194
2022-01-17 16:20:00,2022-01-17 22:20:00,93.0,348.0,3.8,8.2,22.4,43,780,0,400
2022-01-17 16:10:00,2022-01-17 22:10:00,350.0,347.0,5.5,10.7,23.1,43,780.1,0,448
2022-01-17 16:00:00,2022-01-17 22:00:00,257.0,284.0,3.2,6.9,25.3,45,780.1,0,428
2022-01-17 15:50:00,2022-01-17 21:50:00,145.0,288.0,2.5,7.1,24.3,46,780.2,0,360
2022-01-17 15:40:00,2022-01-17 21:40:00,172.0,225.0,2.4,4.9,24,46,780.2,0,254
2022-01-17 15:30:00,2022-01-17 21:30:00,242.0,316.0,4.6,9.7,23.2,48,780.3,0,224
2022-01-17 15:00:00,2022-01-17 21:00:00,297.0,348.0,7.3,12.7,21.3,52,780.5,0,144
2022-01-17 14:50:00,2022-01-17 20:50:00,273.0,326.0,7.3,13.1,21.3,52,780.6,0,149
2022-01-17 14:40:00,2022-01-17 20:40:00,314.0,342.0,5,11.2,21.7,51,780.6,0,166
2022-01-17 14:30:00,2022-01-17 20:30:00,89.0,85.0,2.7,6.9,21.9,52,780.7,0,133
2022-01-17 13:30:00,2022-01-17 19:30:00,54.0,358.0,6.2,12.9,21.1,57,782.3,0,248
2022-01-17 13:20:00,2022-01-17 19:20:00,73.0,98.0,3.5,13.6,20.7,59,782.4,0,195
2022-01-17 13:10:00,2022-01-17 19:10:00,94.0,314.0,3.5,10.3,20.1,59,782.3,0,181
2022-01-17 13:00:00,2022-01-17 19:00:00,42.0,116.0,5.4,10.8,20.1,60,782.4,0,146
2022-01-17 12:50:00,2022-01-17 18:50:00,49.0,63.0,5.2,10.6,19.3,62,782.7,0,132
2022-01-17 12:40:00,2022-01-17 18:40:00,39.0,71.0,5.9,9.9,19.5,61,782.9,0,158
2022-01-17 12:30:00,2022-01-17 18:30:00,189.0,251.0,3.2,5.7,19.6,62,783.1,0,162
2022-01-16 14:20:00,2022-01-16 20:20:00,122.0,165.0,3.2,10.6,22.9,53,780.6,0,316
2022-01-16 14:10:00,2022-01-16 20:10:00,145.0,239.0,2.2,5.6,22.9,54,780.8,0,300
2022-01-16 14:00:00,2022-01-16 20:00:00,129.0,336.0,2.3,4.9,21.9,56,781,0,313
2022-01-16 13:50:00,2022-01-16 19:50:00,242.0,333.0,4.6,9.9,20.7,58,781.2,0,204
2022-01-16 13:40:00,2022-01-16 19:40:00,112.0,202.0,3.5,10.9,20.7,58,781.4,0,149
2022-01-16 13:30:00,2022-01-16 19:30:00,72.0,291.0,4.2,10.2,20.7,58,781.6,0,184
2022-01-16 12:40:00,2022-01-16 18:40:00,82.0,104.0,4.3,11.2,19.2,62,782.5,0,131
2022-01-16 12:30:00,2022-01-16 18:30:00,150.0,350.0,2.3,4.8,18.6,63,782.8,0,119
2022-01-15 16:20:00,2022-01-15 22:20:00,23.0,352.0,10.5,19.3,22.8,44,779.6,0,378
2022-01-15 16:10:00,2022-01-15 22:10:00,335.0,330.0,10.2,19.7,23,45,779.6,0,448
2022-01-15 16:00:00,2022-01-15 22:00:00,18.0,57.0,9.8,20.8,23.3,44,779.6,0,499
2022-01-15 15:50:00,2022-01-15 21:50:00,3.0,343.0,13,26.9,23.7,43,779.7,0,539
2022-01-15 15:40:00,2022-01-15 21:40:00,304.0,290.0,12.7,25.5,24.3,42,779.6,0,572
2022-01-15 15:30:00,2022-01-15 21:30:00,302.0,306.0,11.2,22.5,24.5,41,779.7,0,466
2022-01-15 15:20:00,2022-01-15 21:20:00,347.0,351.0,8.2,19.8,23.5,42,779.8,0,143
2022-01-15 15:10:00,2022-01-15 21:10:00,2.0,345.0,8.7,17.7,23.4,42,779.9,0,131
2022-01-15 15:00:00,2022-01-15 21:00:00,323.0,358.0,8.4,19.6,23.6,41,780,0,142
2022-01-15 14:50:00,2022-01-15 20:50:00,334.0,343.0,9.6,20.6,23.5,41,780.1,0,135
2022-01-15 14:40:00,2022-01-15 20:40:00,301.0,326.0,11.1,21.1,24.2,40,780.3,0,159
2022-01-15 14:30:00,2022-01-15 20:30:00,293.0,325.0,10.7,21.1,23.8,41,780.4,0,193
2022-01-14 17:00:00,2022-01-14 23:00:00,256.0,313.0,6.4,15,23.2,24,779.7,0,39
2022-01-14 16:50:00,2022-01-14 22:50:00,61.0,89.0,5.3,12.4,23.3,23,779.7,0,62
2022-01-14 16:40:00,2022-01-14 22:40:00,339.0,344.0,7,17.3,23.6,23,779.7,0,226
2022-01-14 16:30:00,2022-01-14 22:30:00,303.0,346.0,5.5,10.7,23.7,23,779.8,0,435
2022-01-14 16:20:00,2022-01-14 22:20:00,293.0,277.0,9.4,17,23.6,23,779.8,0,486
2022-01-14 16:10:00,2022-01-14 22:10:00,277.0,305.0,8.8,19.5,24.2,22,779.8,0,530
2022-01-14 16:00:00,2022-01-14 22:00:00,337.0,298.0,7.2,18.9,25.2,22,779.8,0,573
2022-01-14 15:50:00,2022-01-14 21:50:00,319.0,348.0,7.1,14.1,25.7,23,779.9,0,565
2022-01-14 15:40:00,2022-01-14 21:40:00,301.0,306.0,6.5,13.3,25.8,23,779.9,0,346
2022-01-14 15:30:00,2022-01-14 21:30:00,257.0,284.0,8.9,17.8,25.3,24,780,0,403
2022-01-14 14:40:00,2022-01-14 20:40:00,326.0,349.0,8.8,20.7,23.7,31,780.4,0,119
2022-01-14 14:30:00,2022-01-14 20:30:00,268.0,304.0,7.7,17.9,23.4,31,780.5,0,135
2022-01-13 18:30:00,2022-01-14 00:30:00,320.0,342.0,9.4,18.2,19.3,49,782.8,0,0
2022-01-13 17:20:00,2022-01-13 23:20:00,316.0,351.0,7.5,14.1,21,44,782.4,0,44
2022-01-13 17:10:00,2022-01-13 23:10:00,313.0,317.0,7.7,17.2,21.3,43,782.4,0,53
2022-01-13 17:00:00,2022-01-13 23:00:00,311.0,306.0,7.5,16.3,21.5,43,782.4,0,63
2022-01-13 16:50:00,2022-01-13 22:50:00,317.0,326.0,5.9,10.3,21.6,43,782.4,0,86
2022-01-13 16:40:00,2022-01-13 22:40:00,322.0,341.0,8.1,14.9,21.3,44,782.4,0,132
2022-01-13 16:30:00,2022-01-13 22:30:00,338.0,358.0,8,18,21.4,43,782.5,0,71
2022-01-13 16:20:00,2022-01-13 22:20:00,306.0,317.0,8.3,17.2,21.6,42,782.4,0,94
2022-01-13 16:10:00,2022-01-13 22:10:00,324.0,344.0,8.7,16.8,21.6,43,782.5,0,115
2022-01-13 16:00:00,2022-01-13 22:00:00,313.0,333.0,9.5,15.7,21.8,42,782.5,0,134
2022-01-13 15:50:00,2022-01-13 21:50:00,342.0,317.0,7.2,12.7,21.8,42,782.5,0,132
2022-01-13 15:40:00,2022-01-13 21:40:00,307.0,335.0,8,16.8,22.1,42,782.5,0,110
2022-01-13 15:30:00,2022-01-13 21:30:00,334.0,323.0,9.2,20.6,23.6,41,782.5,0,286
2022-01-13 15:20:00,2022-01-13 21:20:00,313.0,311.0,6.7,28.4,23.9,41,782.6,0,209
2022-01-13 15:10:00,2022-01-13 21:10:00,14.0,303.0,7.6,15.2,23.1,41,782.6,0,153
2022-01-13 15:00:00,2022-01-13 21:00:00,354.0,352.0,8.1,19.6,22.5,42,782.8,0,108
2022-01-13 14:50:00,2022-01-13 20:50:00,302.0,302.0,9.5,19.4,22.1,43,782.8,0,102
2022-01-13 14:40:00,2022-01-13 20:40:00,332.0,352.0,10.3,20.5,21.9,43,783,0,137
2022-01-13 14:30:00,2022-01-13 20:30:00,335.0,343.0,10,21.5,22,43,783.1,0,119
2022-01-13 14:00:00,2022-01-13 20:00:00,338.0,354.0,9.2,19.5,21.8,43,783.7,0,97
2022-01-13 13:50:00,2022-01-13 19:50:00,326.0,354.0,9.2,20.4,21.6,42,783.8,0,117
2022-01-13 13:40:00,2022-01-13 19:40:00,324.0,337.0,9.4,18.5,21.6,43,783.9,0,146
2022-01-13 13:30:00,2022-01-13 19:30:00,346.0,345.0,8,18,21.3,43,784.1,0,76
2022-01-13 12:30:00,2022-01-13 18:30:00,71.0,78.0,5.9,15.3,20.7,47,785.2,0,92
2022-01-13 11:40:00,2022-01-13 17:40:00,319.0,344.0,4.5,9.3,19.4,48,786,0,105
2022-01-13 11:30:00,2022-01-13 17:30:00,203.0,276.0,4.7,11.4,19.1,49,786.2,0,64
2022-01-12 18:50:00,2022-01-13 00:50:00,26.0,348.0,5.9,13.4,19.8,47,784.4,0,
2022-01-12 18:40:00,2022-01-13 00:40:00,16.0,345.0,7.1,16.9,20.1,46,784.4,0,0
2022-01-12 18:30:00,2022-01-13 00:30:00,23.0,60.0,7.5,18,20.3,46,784.2,0,0
2022-01-12 18:20:00,2022-01-13 00:20:00,0.0,349.0,7.1,16.5,20.4,46,784.1,0,0
2022-01-12 18:10:00,2022-01-13 00:10:00,19.0,360.0,8.6,19.8,20.7,44,784.1,0,5
2022-01-12 18:00:00,2022-01-13 00:00:00,11.0,339.0,8.9,17.5,20.9,44,784,0,10
2022-01-12 17:50:00,2022-01-12 23:50:00,354.0,345.0,7.7,14.3,21.1,43,784,0,16
2022-01-12 17:40:00,2022-01-12 23:40:00,5.0,320.0,9.8,19.8,21.3,44,784,0,23
2022-01-12 17:30:00,2022-01-12 23:30:00,15.0,300.0,11.4,24.7,21.5,44,783.9,0,31
2022-01-12 17:20:00,2022-01-12 23:20:00,3.0,353.0,11.2,22.7,21.7,45,783.9,0,40
2022-01-12 17:10:00,2022-01-12 23:10:00,24.0,43.0,10,22.4,21.9,45,783.8,0,42
2022-01-12 17:00:00,2022-01-12 23:00:00,28.0,43.0,12.4,26.5,22.1,44,783.7,0,47
2022-01-12 16:50:00,2022-01-12 22:50:00,19.0,360.0,11.8,23,22.2,44,783.6,0,70
2022-01-12 16:40:00,2022-01-12 22:40:00,23.0,344.0,13.2,27.7,22.3,45,783.6,0,178
2022-01-12 16:30:00,2022-01-12 22:30:00,22.0,358.0,9.5,18.6,22.7,44,783.6,0,378
2022-01-12 16:20:00,2022-01-12 22:20:00,17.0,50.0,10.4,18.9,22.7,45,783.6,0,421
2022-01-12 16:10:00,2022-01-12 22:10:00,24.0,323.0,9.8,20.3,23.2,45,783.5,0,453
2022-01-12 16:00:00,2022-01-12 22:00:00,25.0,317.0,8.4,19.1,24.2,44,783.5,0,501
2022-01-12 15:50:00,2022-01-12 21:50:00,32.0,350.0,6.9,17.3,23.8,44,783.5,0,458
2022-01-12 15:40:00,2022-01-12 21:40:00,7.0,360.0,8.9,24.7,23.9,44,783.5,0,350
2022-01-12 15:30:00,2022-01-12 21:30:00,21.0,49.0,7.7,19.5,23.8,45,783.5,0,317
2022-01-12 15:20:00,2022-01-12 21:20:00,13.0,352.0,9.4,21.8,23.8,45,783.6,0,158
2022-01-12 15:10:00,2022-01-12 21:10:00,9.0,359.0,7.8,16.1,22.9,47,783.6,0,229
2022-01-12 15:00:00,2022-01-12 21:00:00,34.0,358.0,9.8,18.3,22.5,45,783.7,0,91
2022-01-12 14:50:00,2022-01-12 20:50:00,15.0,68.0,8.2,17.4,22.5,44,783.8,0,83
2022-01-12 14:40:00,2022-01-12 20:40:00,324.0,352.0,7.7,17.2,22.5,47,783.9,0,182
2022-01-12 14:30:00,2022-01-12 20:30:00,317.0,360.0,6.1,17.7,22.3,47,784.1,0,168
2022-01-12 14:20:00,2022-01-12 20:20:00,358.0,360.0,7.9,15.3,22.2,46,784.2,0,101
2022-01-12 14:10:00,2022-01-12 20:10:00,338.0,320.0,10.2,23.3,22.4,45,784.2,0,106
2022-01-12 14:00:00,2022-01-12 20:00:00,294.0,339.0,9.3,18,22.2,44,784.4,0,114
2022-01-12 13:50:00,2022-01-12 19:50:00,344.0,342.0,9.1,17.4,21.9,45,784.5,0,115
2022-01-12 13:40:00,2022-01-12 19:40:00,331.0,350.0,9.4,18.8,21.8,45,784.7,0,140
2022-01-12 13:30:00,2022-01-12 19:30:00,338.0,336.0,9.6,19.7,21.7,45,784.8,0,70
2022-01-12 13:00:00,2022-01-12 19:00:00,256.0,292.0,4.5,10.7,21,52,785.4,0,88
2022-01-12 12:50:00,2022-01-12 18:50:00,349.0,299.0,6,11.6,20.7,54,785.6,0,82
2022-01-12 12:40:00,2022-01-12 18:40:00,331.0,312.0,5.4,13.2,20.2,55,785.8,0,80
2022-01-12 12:30:00,2022-01-12 18:30:00,278.0,331.0,6.8,13.4,19.8,56,786,0,82
2022-01-12 11:40:00,2022-01-12 17:40:00,150.0,79.0,2.9,7.7,17.7,63,786.7,0,82
2022-01-12 11:30:00,2022-01-12 17:30:00,45.0,102.0,4.4,9.2,17.2,64,786.9,0,62
2022-01-11 21:40:00,2022-01-12 03:40:00,271.0,335.0,9,16,13.1,73,787.2,0,0
2022-01-11 21:30:00,2022-01-12 03:30:00,267.0,283.0,8.4,18.3,13.3,73,787.1,0,0
2022-01-11 21:10:00,2022-01-12 03:10:00,280.0,297.0,8.3,13.6,13.7,71,787,0,0
2022-01-11 21:00:00,2022-01-12 03:00:00,282.0,306.0,8.3,16.9,13.9,70,786.9,0,0
2022-01-11 20:50:00,2022-01-12 02:50:00,283.0,310.0,8.4,14.7,14.2,69,786.8,0,0
2022-01-11 20:40:00,2022-01-12 02:40:00,269.0,328.0,7.6,13,14.6,68,786.7,0,0
2022-01-11 20:30:00,2022-01-12 02:30:00,280.0,298.0,7,15,14.7,68,786.5,0,0
2022-01-11 20:20:00,2022-01-12 02:20:00,271.0,299.0,7.1,12.9,14.8,67,786.4,0,0
2022-01-11 20:10:00,2022-01-12 02:10:00,290.0,354.0,4.5,10.1,14.8,67,786.3,0,0
2022-01-11 20:00:00,2022-01-12 02:00:00,286.0,46.0,2.8,5.7,15.2,66,786.1,0,0
2022-01-11 19:50:00,2022-01-12 01:50:00,226.0,235.0,3.7,7.8,15.3,66,785.9,0,0
2022-01-11 19:40:00,2022-01-12 01:40:00,297.0,348.0,3.5,6,15.8,64,785.8,0,0
2022-01-11 19:30:00,2022-01-12 01:30:00,331.0,343.0,3.4,6.1,16.1,63,785.7,0,0
2022-01-11 19:20:00,2022-01-12 01:20:00,270.0,309.0,3.9,7.1,16.4,63,785.6,0,0
2022-01-11 19:10:00,2022-01-12 01:10:00,316.0,344.0,4,8.3,16.8,62,785.5,0,0
2022-01-11 19:00:00,2022-01-12 01:00:00,338.0,338.0,5.6,11.3,17.1,61,785.4,0,0
2022-01-11 18:50:00,2022-01-12 00:50:00,348.0,359.0,6.4,15.6,17.4,61,785.4,0,0
2022-01-11 18:40:00,2022-01-12 00:40:00,295.0,330.0,5.2,10.3,17.4,61,785.3,0,0
2022-01-11 18:30:00,2022-01-12 00:30:00,254.0,274.0,4.3,7.8,17.7,60,785.2,0,0
2022-01-11 18:20:00,2022-01-12 00:20:00,249.0,251.0,5.7,10.1,17.9,59,785.1,0,0
2022-01-11 18:10:00,2022-01-12 00:10:00,257.0,267.0,5.4,10.1,18.3,59,785.1,0,6
2022-01-11 18:00:00,2022-01-12 00:00:00,263.0,317.0,6.1,10.4,18.6,58,785.1,0,17
2022-01-11 17:50:00,2022-01-11 23:50:00,285.0,274.0,5.9,15.4,18.8,57,785,0,37
2022-01-11 17:40:00,2022-01-11 23:40:00,277.0,270.0,5.1,10.4,19,56,785,0,50
2022-01-11 17:30:00,2022-01-11 23:30:00,274.0,315.0,3.9,8.8,19.1,57,785,0,52
2022-01-11 17:20:00,2022-01-11 23:20:00,244.0,269.0,4,9.3,18.9,57,785,0,54
2022-01-11 17:10:00,2022-01-11 23:10:00,231.0,284.0,3.4,8.5,19,57,785,0,58
2022-01-11 17:00:00,2022-01-11 23:00:00,193.0,267.0,2.4,5.9,19.2,57,785,0,60
2022-01-11 16:50:00,2022-01-11 22:50:00,188.0,226.0,2.8,8.3,19.8,56,785,0,89
2022-01-11 16:40:00,2022-01-11 22:40:00,215.0,316.0,2.9,6.4,19.6,56,785,0,294
2022-01-11 16:30:00,2022-01-11 22:30:00,247.0,294.0,5.2,12.6,19.2,57,785.1,0,369
2022-01-11 16:20:00,2022-01-11 22:20:00,354.0,314.0,5.5,10.6,19.4,56,785.1,0,423
2022-01-11 16:10:00,2022-01-11 22:10:00,263.0,328.0,4.7,10.4,19.9,56,785.1,0,471
2022-01-11 16:00:00,2022-01-11 22:00:00,280.0,297.0,5.5,11.7,20.1,56,785.1,0,468
2022-01-11 15:50:00,2022-01-11 21:50:00,285.0,342.0,6.1,11.4,19.4,57,785.2,0,359
2022-01-11 15:40:00,2022-01-11 21:40:00,316.0,317.0,3.5,8.6,19,58,785.3,0,150
2022-01-11 15:30:00,2022-01-11 21:30:00,87.0,351.0,3.1,7.6,19.2,57,785.4,0,136
2022-01-11 15:20:00,2022-01-11 21:20:00,144.0,90.0,3.2,9.6,19.7,56,785.5,0,211
2022-01-11 15:10:00,2022-01-11 21:10:00,119.0,239.0,3.3,9.3,19.4,57,785.6,0,313
2022-01-11 15:00:00,2022-01-11 21:00:00,273.0,359.0,5.7,10.6,18.4,59,785.8,0,150
2022-01-11 14:50:00,2022-01-11 20:50:00,337.0,310.0,5.2,13.8,18.5,59,785.8,0,151
2022-01-11 14:40:00,2022-01-11 20:40:00,28.0,344.0,5.3,14.2,18.7,59,785.9,0,285
2022-01-11 14:30:00,2022-01-11 20:30:00,295.0,310.0,5.7,12.6,18.1,61,786.1,0,259
2022-01-11 14:20:00,2022-01-11 20:20:00,287.0,290.0,5.4,11.8,17.7,62,786.3,0,173
2022-01-11 14:10:00,2022-01-11 20:10:00,294.0,331.0,6.4,13.2,17.5,63,786.5,0,206
2022-01-11 14:00:00,2022-01-11 20:00:00,290.0,354.0,4.9,14.5,17.4,63,786.6,0,162
2022-01-11 13:50:00,2022-01-11 19:50:00,315.0,337.0,6.9,13.5,17.5,63,786.7,0,150
2022-01-11 13:40:00,2022-01-11 19:40:00,266.0,324.0,5.6,15.6,17.9,62,786.9,0,224
2022-01-11 13:30:00,2022-01-11 19:30:00,251.0,309.0,3.7,9.6,17.6,63,787,0,199
2022-01-11 13:20:00,2022-01-11 19:20:00,246.0,244.0,5.5,12.9,17.8,63,787.2,0,173
2022-01-11 13:10:00,2022-01-11 19:10:00,193.0,264.0,3.3,15.3,17.9,63,787.4,0,281
2022-01-11 13:00:00,2022-01-11 19:00:00,276.0,317.0,6.7,16,17.1,65,787.5,0,274
2022-01-11 12:50:00,2022-01-11 18:50:00,263.0,325.0,5.2,13.3,16.9,66,787.7,0,293
2022-01-11 12:40:00,2022-01-11 18:40:00,257.0,332.0,6.3,14.3,16.7,67,787.9,0,296
2022-01-11 12:30:00,2022-01-11 18:30:00,292.0,327.0,5.7,12.2,16.2,68,788.1,0,272
2022-01-11 12:20:00,2022-01-11 18:20:00,221.0,279.0,3.7,8.9,15.8,69,788.3,0,196
2022-01-11 12:10:00,2022-01-11 18:10:00,216.0,300.0,3.4,7.9,15.7,69,788.4,0,155
2022-01-11 12:00:00,2022-01-11 18:00:00,228.0,324.0,3.9,9.5,15.3,70,788.6,0,161
2022-01-11 11:50:00,2022-01-11 17:50:00,261.0,287.0,5.9,12.3,14.9,71,788.7,0,164
2022-01-11 11:40:00,2022-01-11 17:40:00,281.0,319.0,7.5,12.6,14.7,72,788.7,0,149
2022-01-11 11:30:00,2022-01-11 17:30:00,278.0,283.0,6.9,13,14.6,72,788.9,0,133
2022-01-11 11:20:00,2022-01-11 17:20:00,270.0,293.0,7.5,13.6,14.3,73,789,0,137
2022-01-11 11:10:00,2022-01-11 17:10:00,278.0,296.0,8,14.3,14.3,73,789,0,138
2022-01-11 11:00:00,2022-01-11 17:00:00,284.0,299.0,7.9,13.9,14.3,72,789.1,0,130
2022-01-11 10:50:00,2022-01-11 16:50:00,285.0,301.0,8,13,14,73,789.1,0,165
2022-01-11 10:40:00,2022-01-11 16:40:00,283.0,315.0,8.1,16.7,13.7,74,789.1,0,165
2022-01-11 10:30:00,2022-01-11 16:30:00,273.0,290.0,7.6,16,13.4,75,789.2,0,119
2022-01-11 10:10:00,2022-01-11 16:10:00,290.0,302.0,9.8,17.7,13.4,75,789.2,0,134
2022-01-11 10:00:00,2022-01-11 16:00:00,278.0,330.0,7.7,15.5,13.1,76,789.2,0,138
2022-01-11 09:50:00,2022-01-11 15:50:00,292.0,303.0,9.4,16.2,12.9,76,789.2,0,109
2022-01-11 09:40:00,2022-01-11 15:40:00,281.0,319.0,9,18.3,12.9,76,789.2,0,123
2022-01-11 09:30:00,2022-01-11 15:30:00,283.0,313.0,9.2,16.4,12.7,77,789.2,0,115
2022-01-11 08:50:00,2022-01-11 14:50:00,287.0,319.0,8.5,13.5,11.9,78,788.9,0,81
2022-01-11 08:40:00,2022-01-11 14:40:00,292.0,297.0,8.7,18.2,11.7,79,788.8,0,69
2022-01-11 08:30:00,2022-01-11 14:30:00,285.0,297.0,10.5,17.6,11.5,80,788.7,0,72
2022-01-11 00:10:00,2022-01-11 06:10:00,288.0,320.0,9.6,17.6,12.2,77,787.7,0,0
2022-01-11 00:00:00,2022-01-11 06:00:00,279.0,304.0,9.2,19.9,12.4,77,787.8,0,0
2022-01-10 23:50:00,2022-01-11 05:50:00,279.0,304.0,8.7,19.6,12.5,77,787.9,0,0
2022-01-10 23:40:00,2022-01-11 05:40:00,282.0,305.0,9.3,16.8,12.5,77,787.9,0,0
2022-01-10 23:30:00,2022-01-11 05:30:00,290.0,326.0,9.7,21,12.6,77,788,0,0
2022-01-10 23:20:00,2022-01-11 05:20:00,291.0,281.0,10.4,21.1,12.6,77,788,0,0
2022-01-10 23:10:00,2022-01-11 05:10:00,285.0,332.0,10.7,20.7,12.7,76,788.1,0,0
2022-01-10 23:00:00,2022-01-11 05:00:00,279.0,295.0,7.7,16.1,12.8,76,788.1,0,0
2022-01-10 22:50:00,2022-01-11 04:50:00,269.0,287.0,9.6,18.3,12.8,76,788.1,0,0
2022-01-10 22:40:00,2022-01-11 04:40:00,272.0,282.0,8.8,16.9,12.9,76,788.2,0,0
2022-01-10 22:30:00,2022-01-11 04:30:00,277.0,299.0,9.7,21.9,13.1,76,788.2,0,0
2022-01-10 22:20:00,2022-01-11 04:20:00,274.0,271.0,8.6,15.8,13.4,75,788.1,0,0
2022-01-10 22:10:00,2022-01-11 04:10:00,268.0,319.0,7.4,15.5,13.8,73,788.1,0,0
2022-01-10 22:00:00,2022-01-11 04:00:00,303.0,345.0,6.6,11.2,14,72,788.1,0,0
2022-01-10 21:50:00,2022-01-11 03:50:00,303.0,354.0,6.4,13.1,14.1,72,788,0,0
2022-01-10 21:40:00,2022-01-11 03:40:00,318.0,353.0,7.9,16.5,14.4,71,788,0,0
2022-01-10 21:30:00,2022-01-11 03:30:00,315.0,307.0,8.1,19.2,14.6,71,788,0,0
2022-01-10 21:20:00,2022-01-11 03:20:00,303.0,295.0,9,19.2,14.8,70,788,0,0
2022-01-10 21:10:00,2022-01-11 03:10:00,303.0,329.0,6.6,16.4,15.1,69,788,0,0
2022-01-10 21:00:00,2022-01-11 03:00:00,26.0,52.0,9.1,20.4,15,68,787.8,0,0
2022-01-10 20:50:00,2022-01-11 02:50:00,26.0,75.0,10.9,20.1,15,69,787.7,0,0
2022-01-10 20:40:00,2022-01-11 02:40:00,27.0,358.0,12.7,31.5,14.9,70,787.7,0,0
2022-01-10 20:30:00,2022-01-11 02:30:00,23.0,347.0,10.4,24.6,15,70,787.7,0,0
2022-01-10 20:20:00,2022-01-11 02:20:00,353.0,358.0,11.4,25.9,15,70,787.6,0,0
2022-01-10 20:10:00,2022-01-11 02:10:00,3.0,326.0,11.6,26.9,15.1,70,787.5,0,0
